	review	rating
18758	One drawback just fingerprint missing	3
18759	Camera picture quality is a bit disappointing	4
18760	I am not happy more from my cellphone because it has some problem .it has battry backup problem and some hanging problem .	3
18761	Battery issue and hitting problem	3
18762	size is too small	4
18763	Picture quality is undoubtedly one of the best in this segment and can compete with segments above as well.Sound is too loud and clear.However, what thoroughly disappoints is the battery.Attaching screenshot of battery usage since full charge.Until they fix it, it's a big NO!	3
18764	Good product overall however processor should have been better at this price..	3
18765	simply awesome🤓😍😘READ MORE	5
18766	I think I had paid little more but when it reached to me,I am very happy with my shop.its camera is very good.Remember you should not use it for gaming like pubg	5
18767	Sound quality is worst	1
18768	Best photo quality.but look like old phone of redmi	3
18769	Using it from last almost a month. Charging is slow but backup is good.Camera quality is good enough.Fingerprint missing but you have got infinity display	5
18770	It’s a nice phone , value for money	5
18771	Some times emoji doesn't support in whatsapp , speaker quality not good . Baaki sb badhiyaa hai	4
18772	Other charger, ear phone is not suitable for this mobile. There is no sd card slotBokeh mode is super	4
18773	its all about cameraits awesome	5
18774	Processor speed slow ....it takes some time to open any app	4
18775	Nice product  and  On time delivery  .Good Quality  Mobile  .Thanks to Amazon	5
18776	Forr	1
18777	The Phone is the most flopped model of redmi, i exchanged Redmi note 5 pro for this phone and this phone ia total disaster.Pros:Looks sleek and stylish like iphoneEasy to hold display size and design.Cons:The 3 gb ram phone is dead slow when we toggle between appsGaming experience is terrible, the screen freezes most of the timeThe fingerprint unlock takes quiet some time to unlock the phoneCamera clarity is of very bad qualityWatching movie for 3 hours will drain the battery completely.The phone can be of good review with the senior citizens, as they will not bug/use the phone much.	1
18778	So happy.	5
18779	FACE UNLOCK UNLOCK ANY FACE TO UNLOCK ,I HOPE THIS WILL FIX WITH UPDATES	4
18780	Excellent phone with the best cameras	5
18781	Worst battery life.	2
18782	Before purchasing honor 8x i was confused between realme 2 pro and honor 8xBut now i am happy with my purchaseThe phone is awesome with beautiful glass designScreen is so vivid and sharpCamera for still images is awesome but for video it lacks EIS otherwise ok (i am not a heavy camera person) its fine for meBattery life is too good getting around 6 to 7 hours of screen on timeSound output from Speaker could be louder but its sufficientGaming is flawless on this deviceEmui is full of features this is my first honor phone and i am loving it	5
18783	Overall nice phone in this price sagmennt with Premium look.	5
18784	Amazing phone just a little heavy otherwise i love it	5
18785	It's just another worthy android one smartphone from xiomi. Everything is good, 660 Snapdragon chipset, fhd+ display, etc. The only drawbacks are: connecting to WiFi is painful sometimes, battery life is not as per what we expect, no gestures included.	4
18786	Excellent product battry life sound quality everything is fine Rear camera is awesome front is too good but low light not supported and also no 4g dual sim at a same time.... Amazon 1 day delivery is jst awsome over all budget fitted phone .....	5
18787	The One for all. Without second thought go for it.	5
18788	Phone design is very good .	5
18789	Can improve more	2
18790	Amazon displayed it as zero cost emi product that's why I bought this. But still interest charged on this. This is really not expected from amazon. This  is like cheating a customer , now emi's interest will be charged to me every month and I have to pay greater GST for those emi's every months... feeling cheated, not expected.	1
18791	"My Google Pixel of less than 2 months was stolen 2 weeks back. I was looking at buying another Pixel, but the prices during this sale were not all that attractive, and reviews for other phones on the shortlist - the Moto Z and Moto Z2 - were not very encouraging. I decided to wait for the the Moto X4, but in the meanwhile had a chance to checkout the LG G6 at a retail store and was thoroughly impressed with the FullVision display and the phone in general.Somehow, I preferred a Google or Moto device that runs stock Andriod and did not want to invest a large amount on other brands. Then came the announcement for the Q6. Although the device is no comparison to the G6 in specifications and performance terms, the near similar display, reasonable specs for my use (browsing, productivity apps, social apps) and an attractive exchange offer were enough reasons for me to pull the card out of my wallet.It's close to a day of using the device and here are my observations (I've deliberately skipped the specs),What I Liked:1. Outstanding display - the large, near bezel-less screen is cleverly crafted and gives the device a premium feel2. Smooth User Interface - I dare say that it is almost like it was on the Pixel. Nice user experience with no lag whatsoever3. Unbelievable battery performance - I have been using the phone continuously after a full charge to install and update Apps, restore last backed-up data from the Cloud, configure services etc. - except during the night - and after 22 hours, the battery is at a phenomenal 66%4. Limited or no bloatware - Feels very much like stock Andriod. Also, I only see a couple of LG apps installed5. Superb pricing - After exchanging a standby Moto E and using my SBI card, I'll actually paying ~ INR 9000What I think could have been better:1. USB type-C charger - No, I'm not asking for fast charging, but almost all new phones sport the reversible C-Type pin2. Average camera performance - the specs and performance really do not match, although I have only taken a couple of pics, my opinion could be terribly biased thanks to my experience with an outstanding camera on the Pixel3. Somewhat low sounding speakers - I usually take conference calls on the speaker phone, but with the Q6, I think my Logitech UE boombox will come of good useBTW, I had bought a Caseology bumper-case and a Cruzerlite Andriodified back cover for my Pixel. Guess what, the Cruzerlite back cover fits the Q6 like it was made for the latter. I was super surprised with the unbelievably snug fit (picture attached - the Pixel sports a 5"" screen and the Q6 a 5.5"").In summary, if you are looking for a near stock Android experience in a phone with good ratio of screen to device, and  - apart from what it is primarily meant for - use it for browsing the Internet, checking mails and intend to install a few tens of apps, the LG Q6 should fit the bill really well. And not to forget, at a price that will make EMIs look insignificant."	5
18792	At a price tag of 9k this phone is a must for reputed brand like LG.Pros: Quality displayResponsive touchscreenExcellent build qualityCons:CameraSound	4
18793	For this price this one is the perfect choiceThe only cons is that it lacks sound	4
18794	Awesome Phone. Bold Classy Design. Great Quality Photos. One Day Guaranteed Charge even with massive usage. 8hrs Screen On time	5
18795	Very Nice phone....I bought it one month back and it's working fine in all the features aspects...	5
18796	Wary bad camera qualityCheap back panel with old phone lookSlow chargeNo led notificationAvrege battery backupOnly one highlight this phone is displayDiaplay full hd ips	2
18797	Dood products	5
18798	Phone is good and display is great, but not happy with the camera. Those who are looking a phone with descent camera stay away is not for you, even at this price other companies will give you finger print sensor	4
18799	Really best phone with powerful battery and processor....I like it.	5
18800	Phone are awesome but amazon delivery wrost	5
18801	Nice phone for looks.. Rest of the features are avarage.	5
18802	Best picture quality,best sound quality,best display quality.	5
18803	Nice phone I enjoy it	4
18804	Dust like particle inside camera panel..Go service center and clean it.. after 2 days I notice dust come again on camera panel.Again clean it and packed phone and not use itAfter 3 days same problum.I don't know from where..Please fix problum..	2
18805	Like the service of product delivery and product as well	5
18806	Worst product delivered even after replacement	1
18807	👍👍👍	5
18808	Totly ossm..	5
18809	Screen quality to much backdated. Ppi is too low. Picture quality is so bad. Full HD resolution not seen in this phone. Need to do betterment. I see the camera is not good selfie camera take pictures like scratch. I am confused about this phone, is that real? or give me master copy or super copy?	3
18810	Excellent display ,camera is good	5
18811	Excellent Phone.	5
18812	Sir i buy mobile from amazon.in. mobile name redmi 6 pro. I got my curiour today but didn't bill of that mobile so i want that bill.	4
18813	this is too much useless phone.	1
18814	Every time I witch off, phone eject the memory card. so data and apps in memory card are unavailable and offline saved videos from youtube are being collapsed permanently which you have to download again from beginning.	1
18815	One of the best phone under 15000And its looking awesome	5
18816	Averge	3
18817	Stay away from it..	1
18818	Good phone with advanced features	3
18819	Phone is super quality but one point that I dislike is when I use 2nd sim slot then 1st sim slot is deactivate automatically after sometimes	4
18820	Worst mobile which I had bought  recently.. No ring tones.. No head phones slot.. Everything  moving forward  but not this model.. My fault to chose this phone but their (company) responsibility  to rectify my problem..	1
18821	Nice one at this price range, i recommend every one	5
18822	Nice looking, good phone, but somehow there is a huge connectivity issue. Network reception is poor, I am really struggling to make a call. Every time I need to go outside to get a clear call. I checked my sim, there is no problem with it.Now it is a major problem.Otherwise, camera, battery life is too good.	3
18823	I always prefer Motorola mobile phone.i purchased my new moto g6.phone looks very beautiful.running smoothly.camera , battery working very good.no heating and hanging issues.so just awesome phone	5
18824	Adaptor isnot working. Please do the needful asap.	3
18825	exclntREAD MORE	5
18826	Little disappointed about price local shops giving 2000 cashback	1
18827	Good:1. Can get charged fast due to dash charger support.Issues:1. Common node for both head phone and mobile charging2. Battery draining is so fast.3. User interface is not that handy. Need to play around to understand how it is working.4. Not catching up 4G correctly. Tried with Airtel and Idea both...5. don't have SD card slot.Suggestion:don't go for it for this model at value you spend (almost 20K Rs.)	1
18828	HDMI port & Fingerprint sensor is missing	3
18829	Awesome smartphone at this price point.Nearly bezel-less display and it offers ver good viewing experience. So if you want a full vision display, should go for this. Also rear  camera and  front camera takes good shot. Extra ₹2000 off if you exchange your old smartphone with this. LG did a good job and made this awesome smartphone.	5
18830	Lg q6 is the no.1 smartphone at this price and the features in it are very nice.The mobile looks professional in your hand and it is Handy (easy to hold in hand), the display was just like Samsung s8 edge and it is the most attractive look for the mobile, it is also Corning gorilla glass3.About camera, rear camera is good at daylight but little blurry at night and if your good at selfies front camera is awesome with wide angle selfie and picture clarity is so good, I would tell that front camera is better than the rear camera.It has face recognition works perfectly, I have been using this mobile for a week and battery backup was really good as I expected it will give a whole day working even with data is on.The body was well built with aluminium 7000grade gives you a classy look and you can use this mobile without any case.Screen calrity and everything , totally I like this mobile very much,This will surely get updates of Android Oreo and Android P....Again IAM telling you that at this price it is the best mobile you can get so, hurry up order soon	5
18831	Camera quality is too bad, face detection also not working properly, also have heating issue.	1
18832	this phone is not foe everyone. this phone is for those who wants nice big display in compact body and sturdy built quality...	4
18833	Battery life is very poor, camera also like that , comparing with other 20mp camera phones.	3
18834	Below average picture qualityUnable to delete multiple messageVibrating while connect and disconnect the callNot getting good Network signalOverall, many good options are not included in this phone.	3
18835	Camera quality is excellent	5
18836	One of the most underrated phone. If fingerprint sensor, great camera, LED notification light and home button are not deal breaker for you...then you should definitely explore this phone.What works1. Great screen. It's around 5.4 inch and compact looking. Very responsive.2. Phone isn't very heavy. Easy to handle.3. It costed me ~ 6000 after exchanging my 2.5 years old J5 which is very reasonable.4. Call quality is superb. Loud speaker is super loud.5. No lags, internet is very fast.6. UI is very user friendly, atleast I found it better than many others.	5
18837	Over all this budget phone is really good but what one cannot over look is the battery life for example 8 hours ago my phone  battery was 95,% n now after I woke up it's 10% , not forgetting to mention I was sleeping this whole time n the phone was on airplane mode. Battery gets discharged very often I HV been charging this phone 2-3 times per day, n I am hugely disappointed with it.	3
18838	Awesome pro, must buy oy	5
18839	Best phone within the budget Range .. Last night  ordered my phone got delivered in next day morning  by 9.30 am.. What a fast delivery by Amazon. Loved the all  features  of the phone. Thank you Amazon :)	5
18840	No hadephone 3.5mm jack is in so use less for me	3
18841	Cam not much good.Screen is prone to scratch	4
18842	Ram should be 4gb	4
18843	This product is good Worth to buy	4
18844	Well product	4
18845	Doesn't support native video calling.....	2
18846	Bettry 5/5 sound 5/4 display 5/3	3
18847	Good Phone at this Price.	4
18848	So so product	4
18849	Like slime	5
18850	Phone looks is not attractive, it doesn't have good picture quality and it's not good phone under 15k.	1
18851	glossy glass back design with notch design gives royal look to phone.in other side stock android performance is very sexy......here is some sample of Portrait shots...READ MORE	5
18852	Its simply awesome	4
18853	Fake product of mi also refund policy is not good,only Redmi 5 pro of Flipkart is better option	2
18854	Good display and screen touch.but when online you tube videos and other hotstar videos watching that time little problem of heating.	1
18855	Best mobile.	5
18856	Awsome product in this price range thanks xiaomi & amazon	5
18857	Best phone under 15000k	5
18858	Definitely a nice phone with good battery optimization. Smooth gaming, nice photography, good sound quality and also good screen. Phone is slipped from my hand once but working as it is.	4
18859	All the things are good as it beats note  6 pro i every specification.......but huawei should give 7k in video recording and gorilla glass .....	4
18860	I am using this since one week. I feel very happy with this mobile. Touch screen is very smooth, feel like butter. Battery life is also very good. Very fast operating system.	5
18861	Picture quality is averageSpeaker sound quality is average and issue is the back panel getting vibrate while playing musicBattery life is when I switched on battery saver	4
18862	Camera is really awesome..	5
18863	Great product in all aspects	5
18864	Picture quality is good. Sound quality average battery life is also average..	4
18865	What I like about this product is its amazing camera and the stock android user interface.	5
18866	Mobile heating issues	1
18867	The best mobile fone	4
18868	Worth for the money ....with a long lasting battery life .	5
18869	Best quality display with notch provide in this price segment and the camera and battery life is awesome best value for money smartphone	5
18870	superb.READ MORE	5
18871	Front flash, some more big led light double camera in front	5
18872	mobile is good at this price.but need to reduce some amount on price due to its old processor.battery is good,picture quity is good but need to improve a display.	4
18873	hanging problem started from the second day. phone is very slow. battery backup is not good	2
18874	Back Camera is too poor.even 2 mp camera is better than this.  Overall performance is very good	4
18875	My old moto g4 plus got dropped 50 times but never broke.Got this phone last month, and its screen broke on first drop from 2 feet chair, Mi uses cheap and worse material.Better go for moto one power.	1
18876	Excellent camera. Nice features. Battery is very poor.	4
18877	Honor 8X has very few frequency band and it doesn't work internationally. If you planning to use this phone while roaming or on vacation outside india then don't buy it. Camera has oversaturated photos and speaker is very low quality.	1
18878	Data cable not working, pls resolve the issue	5
18879	Bad picture quality in this phone.	1
18880	Though I have given 4 star for certain specific sections, overall I have given 5 star considering the price of the product. At this prize, I would bet this is definitely one of the best options you can have. I have a oneplus 6 and ordered this for my wife. Truly speaking I felt little bad about myself coz I spent 40k on OP6.. (OP6 is an outstanding in that crowd of flagships though). Redmi 6 pro is surely the beat option in this price range.	5
18881	Picture quality is so poor..	1
18882	Thats a good	3
18883	Nice smart phone from honor.. At this price range user will surely get satisfied with the performance.. there is no dout 👍. But front camera portrait performance should improve it is not up to the mark	5
18884	Pics quality,Display etc all are good	5
18885	Pros - Good Camera, Elegant looks, Lightweight.Cons - Sound could have been better. Processor not the latest	5
18886	Super stylish phone	5
18887	This is a single camera phone. MI making fool to innocent people	1
18888	Good phone.... i got in exchange... so worth it... only thing is back side is plastic / no fingerscan	4
18889	Writing this review after 10 days.  Excellent in this price range. Go for it.	5
18890	Very good Product of miREAD MORE	5
18891	Premium look.Camera contrast high & sound is not so hi fi.Overall really awesome	4
18892	some one best mob	4
18893	I can’t believe that with 14k price LG is offering camera quality of VGA camera level. Front and rear both camera quality is the poorest. Totally disappointed by this product of LG.	2
18894	Good phone. If you brouse more than 1 hr then the phone become very heat.	4
18895	Mobile performance is good but battery is little poor	5
18896	Nice product with great quality of battery and camera although pictures are some time looks artificiall, overall good purchase	4
18897	Nice mobile in boudget	5
18898	Phone is quite good but the silicon cover came in box is wrong... Its for some other model.	4
18899	Battery life excellentFront Camera awesomeDisplay attractiveLook..👌👌👌👌	5
18900	This what I felt after using is for two days: (old phone redmi note 3)Pros:The display - feels premiumCamera - better than redmi note 3Face unlock - nice jobLTE - significant difference from old phoneCons :Lot of great miui features I was adapted to are gone.The slowness of the processor can be feltNot all apps support 18:9 displayNO LED notification light - how can you do this to me LGNo NFC, IR blasterNo fingerprint scanner (Obvious)And the list goes on.But still why I bought it?Feels premium, compact , light weight, better camera (compared to old phone)	3
18901	Received defected item	3
18902	The model is good.. looks slim.. picture quality is awesome ... The main issue is battery life.... Otherwise it's good.	4
18903	Except front camera, everything is really good. worth for money.	4
18904	Mobile size is small but other features super nicely	4
18905	LG..mobile is not your baby so plz stop manufacturing handset.Worst product i have come across.Here are the list of problems.1. Hanged2. Out of battery within 2-3 hours in normal use.3. Charging slow with original charger.4. Heating5. Worst front and waste rear camera.6. And most amazing thing. its buyback value is ₹ 1542.00 on amazon itself.If someone still want to purchase contact me 8800257030	1
18906	nice product but the camera quality is average. Back side is not scratch proof. Maintenance is very expensive as u will not get cover case and screen guard easily like other phones. Processing and performance is excellent. Battery is good and charging fast. I waited log for this phones to launch because of its sexy look but overall this is an average phone. Yes, I have faith on the brand LG. Hope this phone will last long.	4
18907	Goodlucking	5
18908	battery life and picture quality	5
18909	Great Choice..Amozon always gives great service.	5
18910	Full enjoyed photos click and i like  this mobile battery😍😍😍😍😍	4
18911	Size and front camera is corns	4
18912	VERY HANDY SMART PHONE. SIZE AND LOOK IS VERY GOOD. IN THIS PRICE ONE OF THE BEST PHONE. GO GRAB IT.	5
18913	Look very nice performance excellent battery life very good & camera awesome	5
18914	In the price of ₹13000,Redmi 6 Pro is the best of all the phones available in the market RIGHT NOW.Everything is good about this phone.	5
18915	Got this phone at a great deal. Based on Android one. Very reasonably priced. Good picture quality.	5
18916	"The device is totally not suitable for this price of segment..First con- The built quality is totally worst, Even with normal use my phone got full of scratches on back panel within 5 days and it is looking so old , I can't even express.Second con- Phone is having heating issue even on normal app uses and same if you are on call and mobile data.Third con - The charge last for 1 day and max. You will get screen on time of 4 hours.Fourth con- it will take nearly about 3 hours to get it fully charge from zero. Means till the day ends you need to put it on charge.Fifth Con - Processor is not powerful enough for today's world, Snapdragon 435 ...we will get in 7K Redmi Phone..Sixth Con - Phone is very slippery and if you are using it without cover, you will surely drop phone multiple times.Seventh Con - Display is 18:9 but if you want to see videos on any app like YouTube... It will come in 16:9 only...so what is the benefit.Pros - 5.5"" Bezels less Display is the only thing you will get in 15k segment. That is also not compatible with many apps....A full waste of Money....Highly recommended to go with Moto G5s Plus.."	1
18917	Good product after one purchase i purchased another one , its a good product in budget	4
18918	I bought it 2 times bak to bak bt camera qauality was jst too poor as compare to 5 Pro .. and having some software issues too both the times .. Rest of the fone too is not much attractive	2
18919	Good & bast fantastic I love u l g	5
18920	Good product.  One star less because it is over priced and there is no finger print unlock support as well.  The screen or display is where the phone really stands out.	4
18921	Picture quality is awesome ... Sound quality is also very nice... Battery life is slightly below average...	4
18922	Very good picture quality, sound & battery backup.. Assume..	5
18923	Awesome phone really happy...nice	4
18924	An awesome phone.  Going neck to neck with many flagships of current days.. Looks beautiful performs like a beast..	5
18925	Exelent	5
18926	Average quality	3
18927	Front camera is very bad.Restart problem.	5
18928	Face unlock, finger print so fast, very slim, nice look, good performance	5
18929	Verdict is Average phone. Not worth for 14999.Display is v good.UI of LG quite nice.Battery percormace is below average.Back side plastic is v poor,getting  scrach very fast, why metal is not used by LG? At this price tag.	3
18930	Don't have jio direct video call option. Don't purchase this phone..	5
18931	Gud mobile worth able price	4
18932	Phone is great and camera is awesome and battery is littel weak and if you are a heavy user it lasts 4-5 hrs phone gets heated up if you use it regressly but if you are moderate or light user its the best phone under 17000	2
18933	I like This Phone, Awesome look and design.I'm using this phone	5
18934	Overall a good phone... But not for a price of 20k...got it at 12.5k on offer.. Stylish phone, won't disappoint you. Camera is average. Have decent battery, haven't noticed overheat. Choose it if you get it at a price of 15k.Update:camera not bad as I thought initially... EMUI is best... Better than miui9	4
18935	processor is too old in 2018	4
18936	After 6 months of usage.1. Drop test passed, tempered glass broken but display is good.2 . Just got Oreo update, There is an option to hide the navigation buttons.3. Phone looks brilliant because it doesn't have curved edges.4. People keep coming and asking me 'Hey which phone is that', Nobody believes that its LG phone.5. Phone didn't crashed since 6 months, performance is fantastic.6. I have never seen full vision display like this on any phone.7. Headphone Jack Became weak, Even it works, not a big deal.8. Battery is average.My Suggestion is to highlight brand name or model name on phone.	5
18937	Overall product is good for the price bracket.1 Features2 Processor and Multitasking3 Day long Battery4 Camera quality5 Image Clarity6 Finger print and face recognition7 Performance speed.all the features are good and best performance phone in this cost	5
18938	An above average performance from a much hyped phone, great battery backup but low on camera and response	4
18939	everything is good but a small disappoint is we unable to edit studio light, light traails on selfiesREAD MORE	5
18940	Worst phone don't think to buy.Only display is great but other things not  acc to prize.	1
18941	Over all quality is good except hanging problem but personally i wouldn't not suggest not suggest for any one.	1
18942	Bad This Prodeuct West Time & Money	1
18943	Do not buy this phone totally wastage of money. I have buy this phone just 1 and half month back and now this is not working even. Even worth service given by service center. Highly recommended to not buy this phone.	1
18944	Awesome budget phone AI camera and Kirin processor and good phone for pubg games and sound is high definition	5
18945	display damage	1
18946	Features are good specially screen is good	5
18947	Very Good Camera, Picture Display and Sound is also good,Only concern about battery 1 day life.	5
18948	Better but old processor	4
18949	MUCH BETTER , COMPARED TO OTHERS	5
18950	Camera quality not good. I will not recommend to buy this. Sometime mobile hang for few sec.  Others things are good.	2
18951	Hi All. It's been couple of weeks now that I am using this phone. My rating would be just 1 stars to this product.Design - 3/5 (Sleek, good looking and handy)Screen resolution - 4/5, (Only good part in this model)Touch screen Experience - 2/5 (works only on Hard touch. Whereas smooth touch lags. This part is a big issue)Operating system - 3/5 ( Oreo is OK but Huawei's customised OS is not up to the mark)Rear camera - 3/5 (not good in low light)Front camera - 3/5 (not good in low light)Processor - 3/5 (same processor available in their other phones)Multitasking - 3/5 (Average)Storage - 3/5 (50GB available)Gaming - 2/5 (Graphics games are running good but lags in few heavy graphics games. battery drains very fast and as usual heating issue)Battery - 1/5 (drains very quick even though you do adjustments in display settings. Maximum you can use this phone for 6hours but if you don't turn on the screen, battery stays 100% LOL. Very disappointed coz of battery)Price - 1/5 (For 5.84 inch screen, full HD+ screen resolution the cost is very huge. Huawei should have quoted this phone for 14K /14K. Price is also a very disappointing factor)Heat Issue - 1/5 (device gets heats up if you use it for 20 - 25 MINUTES. Usages like calling, charging, playing games, etc.)Hardware quality - 3/5 (Average)Overall I could say instead of buying this product you can go with other products since many are readily available in market. I just got disappointment after buying this mobile. Huawei team please consider my review and work on the mentioned issues. Otherwise you will lose your market in India. Thanks for reading and Thank you for your time. Ashok G	1
18952	Camera quality is great kirin 710 is highly optimized for EMUI 8.2 so battery backup is great bcoz of it.... Only problem is of sound output from 3.5mm jack which is very bad but can be tweaked using Huawei sound effect settings.... Suprisingly speaker output is much better	5
18953	Phone size is not as advertised	3
18954	Value for money, little heavy phone however I liked the screen quality and resolution. Camera could have been better.	4
18955	Believe me ....this product is super awesome !!!! Used for 1 full week .... Used social medias , shopping apps and checked all the features of this phone ...... And after all such testings some of the pros and cons are as follows :Pros :1. best ever battery . Hats off xioami for giving such great 4000mah battery at a very low price . 40% of battery always remains in my phone after using it for one full day continuously .2. good sound quality3. Processor is unimaginable ..... Its really fantastic4. Phone never hangs5. Both camera good under good lighting conditions6. Fingerprint sensor detects quicklyCons:1. Charger and battery gets heated...... U can use a lesser power battery ( 1A battery ) to prevent heating . The phone charger is 2A ... So  it gets heated2. Front camera not too good in darkConclusion :Best phone for budget consious people !!! Good response by amazon too !! Have fun with this beast !!!!!	5
18956	Great Performance and Looks Cool	5
18957	In the earlier boxes, it was shown with backcover and a full display tampered glass. Both are absent in the box. Battery not upto the mark. Charging is still affordable 1.45 to 2hrs for 100%.  Poor display at outdoor. Almost invisible with full brightness. For looks and performance 10/10. Interface 10/10. Phone calling quality 10/10. Good network connectivity. Phone is good upto 16000Rs. Whatever offer you apply. Dont buy above 16000.	4
18958	It is the best middle range mobile phone....	4
18959	Nice phone nice display	4
18960	Specs we get for the price is worth	5
18961	Best eccomical phone with High end specifications. Worth the deal.	5
18962	The best phone i ever purchase St the price of 11000What i had :1 Is awesome gaming experience2 is nice look3 absolute camera4 all new and latest features ( like split screen,dual app ,etc)	5
18963	nice display, but heating too much	4
18964	Superb.... only Sound and camera average	5
18965	AMAZING DELIVERY WITHIN 2 DAYS ,BUT SELLER SEND A UNREADABLE CASH MEMO MAYBE GIVE PROBLEM WHEN I SERVICE PHONE IN A WARRANTY PERIOD, I CONTACT CUSTOMER CARE OF AMAZON.IN BUT THERE ARE UNABLE HELP AND BEHAVIOR RUDE,PROS  BUILD QUALITY IS GOOD  DISPLAY QUALITY IS GOOD  PREMIUM FILL WHEN IN YOUR HANDCONS  BOTH  FRONT AND REAR CAMERA ARE BELOW AVERAGE  BATTERY BACKUP POOR NEED 2 TIME RECHARGE IN A DAY IN NORMAL USE  OVER HEAT IN NORMAL USE LIKE WATCH VIDEO ON YOUTUBE  IT SUPPORT FULL HD VIDEO BUT WHEN YOU PLAY FULL HD VIDEO VIDEO WILL STUCK  FACE UNLOCK TOTALLY WORTH  AFTER A WEEK YOU FEEL ITS DISPLAY ARE NARROW	1
18966	Always hanged	1
18967	Amazing mobile battery	4
18968	We need good quality bill not ATM print.	3
18969	I love the device. Suits my budget. The screen size is ideal. Not too big, not too small. The display is perfect, sharp and pixel density is just what I needed in my display. Sound is very good for a mobile. Camera is good. Battery Life is superb. I am still exploring it.	5
18970	worst mobile at 10k price range for 3rd of uasge it will start hanging	1
18971	Mi is Mi	5
18972	If your budget is 15k Definitely this two will be your choice... Lets walk through our review 😎🙌Here's the most awaited review :: From usRealme 2 pro vs Honor 8X 😊According to 10 days of usage,🤩Honor 8X Pros:1.Premium Glass body Aluminium Design2.Very slim and powerful Hisilicon Kirin 710 chipset3.Massive 6.5 inch with very chin at bottom4.Great battery5.4K record support and Slow motion support.6.Very better EMUI comparing to ColorOs7.GPU turbo for gaming🤬Cons:1.Camera should do better in low light and edge detection of portrait2.No Fast chargeOverall rating is out of 10 is 8.5🙌😎🤩Realme 2 pro Pros:1.Great display2.Fast Gaming experience with SD 6603.Rear camera did the excellent job4.Waterdrop notch🤬Cons:1.Very very very worst ColorOs from OPPO.2.Plastic feel which is even a heavy polycarbonate.3.Selfie camera did a same mistake over exposure and artificial lighting over saturation like Oppo and Vivo phones ..Overall our rating out of 10 is 7.5😎This is our review.. Basis on your requirements U should choose the handset..These are the Best phone under 15k... Now...🥰😘#Gadgetgalaxystore #gadgetmaster #Muthu #Erode	5
18973	Value for money...Thts all.	5
18974	A very good bargain in the Amazon's Great Indian Festival. Using Redmi phone for 2 years now, satisfactory experience. So I go ahead for Redmi 6 Pro. Wanted robust battery life, so a right choice on that front.	5
18975	All fine	4
18976	I don't have gallery in this phone	3
18977	Sim tray quality is very poor	2
18978	Best phone on this year😍,,i love the camera, battery backup, 4gb ram, processeor😎. please buy a real hd camera phone on this under 15k budget🤘READ MORE	5
18979	Very nice Phon touch screen is very nice and soft	1
18980	It's one of the best phones now in the segment.	4
18981	It's value for money	5
18982	I have this phonenice phoneREAD MORE	5
18983	Camera quality is good but battery life is low, fast charging and fast discharge	2
18984	I have written negative review of this phone just after a week use. Battery was draining in just 5-6 hour, phone was heating like iron box. But it suddenly changed after a factory reset. My phone has got Android pie update.  I did not reset the phone after update which was the main reason for heating and battery drain. So my recommendation to any one updating to pie is to reset the phone after update and don't forget to backup ur phone before doing that. Now phone is not at all have heating issue additionally battery lasts comfortably for 24-30 hour depending on use. Now battery standby is amazingly 3 days. I am glad to change my opinion about my Mi A2	5
18985	After using 6 monthsI will sayWorst mobile camera I ever used even my 5 years old Galaxy y was better in camera colours are completely dull even red gets orange	1
18986	It is most pathetic phone ever with 18k prise tag which I used yet ..dear mr.Samsung please do something we Indians do not tolerate this type of overpriced	2
18987	Very good and nice	5
18988	Camera quality is awesome...	5
18989	Honor 8X 😀😀	5
18990	Nice pic quality nice sound perfect phone	5
18991	It's a very nice phone with good battery quality and good screen... Some camera issues are there but it's  fine.	4
18992	I am an iPhone user but I prefer android for my parents so it’s been years that I’ve MI has been a part of my family and it never seizes to amaze me. I got mine on an exchange for MI note 3 so I got it for 7871. I love the design and the colour. Haven’t used the phone much as yet but the battery life is pretty good for now. The rare camera clicks are good. However, the front camera doesn’t give me that good shots. But you can’t expect to have everything in the range of 13k so I’m happy with it.	5
18993	This is the flagship killer phone. It's hard to believe to get this phone at such a mind-blowing price. Great picture and sound quality. Best in class battery life.	4
18994	Nice phone and smart looking	5
18995	Dislike- not much use of notch, battery draining fast	4
18996	wo ist a amazing phone 1.very smooth2.very fast2.2 day battery life3.fast charging saport4. face lock i play asphalt 8 amazing smoothREAD MORE	5
18997	Best phone under this range.	5
18998	Worst product of MI ever, even worst phone in this segment.	1
18999	Battery backup and display are awesome	5
19000	Thanks to amazon.. Today I get mi a2 Xlent mobile I order for my sister she is very surprisedBecause mobile is packing very safily did.And mobile is latest fitures... Overall good product	5
19001	Picture quality excellent Design superb what a look in the mobileBattery life is good but not a very good	5
19002	Battary backup is good	5
19003	Pros: strong built.good look.ultra slim. smooth and strong processer.As I noticed several reviews before purchasing my phone. Only complaint is about battery life (3000mah). But for me for normal use it really sufficient.what I have done is made my second sim slot to  2g and battery saver.and finally camera section outstanding.CONS: NO already pre installed app like lock button . navigation button change option.no head phone jack.	4
19004	Battery life is very poor please friends don'tbuy this product.	2
19005	Good Product.Camera is best.Battery life can be better but you can use for one day by full charging at morning if you dont play high end games much.Battery gets charged from 20 to 100 % in 1 and half hour.High end games run smoothly without any lag,thanks to Snapdragon 660.Now its running on latest android 9 Pie.Case given inside box doesnt covers the camera bump.	5
